model,hit,merge,hit_ms,merge_ms,agree
chain_unary_n64_k1_nondef_mix_i16.model,DEFINABLE,DEFINABLE,11.828,5.928,1
chain_unary_n64_k1_nondef_mix_i17.model,DEFINABLE,DEFINABLE,11.302,5.664,1
chain_unary_n64_k1_nondef_mix_i18.model,DEFINABLE,DEFINABLE,11.300,5.639,1
chain_unary_n64_k1_nondef_mix_i19.model,DEFINABLE,DEFINABLE,11.495,5.880,1
chain_unary_n64_k1_nondef_mix_i2.model,DEFINABLE,DEFINABLE,11.312,5.676,1
chain_unary_n64_k1_nondef_mix_i20.model,DEFINABLE,DEFINABLE,11.518,6.333,1
chain_unary_n64_k1_nondef_mix_i21.model,DEFINABLE,DEFINABLE,11.313,5.836,1
chain_unary_n64_k1_nondef_mix_i22.model,DEFINABLE,DEFINABLE,11.540,6.051,1
chain_unary_n64_k1_nondef_mix_i23.model,DEFINABLE,DEFINABLE,11.254,6.160,1
chain_unary_n64_k1_nondef_mix_i24.model,DEFINABLE,DEFINABLE,11.409,5.922,1
chain_unary_n64_k1_nondef_mix_i25.model,DEFINABLE,DEFINABLE,11.307,5.704,1
chain_unary_n64_k1_nondef_mix_i26.model,DEFINABLE,DEFINABLE,11.500,6.042,1
chain_unary_n64_k1_nondef_mix_i27.model,DEFINABLE,DEFINABLE,11.771,5.711,1
chain_unary_n64_k1_nondef_mix_i28.model,DEFINABLE,DEFINABLE,11.692,5.698,1
chain_unary_n64_k1_nondef_mix_i29.model,DEFINABLE,DEFINABLE,11.352,5.642,1
chain_unary_n64_k1_nondef_mix_i3.model,DEFINABLE,DEFINABLE,11.479,5.663,1
chain_unary_n64_k1_nondef_mix_i4.model,DEFINABLE,DEFINABLE,11.467,5.644,1
chain_unary_n64_k1_nondef_mix_i5.model,DEFINABLE,DEFINABLE,11.541,5.683,1
chain_unary_n64_k1_nondef_mix_i6.model,DEFINABLE,DEFINABLE,11.878,5.617,1
chain_unary_n64_k1_nondef_mix_i7.model,DEFINABLE,DEFINABLE,11.589,5.632,1
chain_unary_n64_k1_nondef_mix_i8.model,DEFINABLE,DEFINABLE,11.489,5.677,1
chain_unary_n64_k1_nondef_mix_i9.model,DEFINABLE,DEFINABLE,11.741,5.651,1
chain_unary_n8_k1_definable_fixed_i0.model,DEFINABLE,DEFINABLE,0.390,0.108,1
chain_unary_n8_k1_definable_fixed_i1.model,DEFINABLE,DEFINABLE,0.455,0.136,1
chain_unary_n8_k1_definable_fixed_i10.model,DEFINABLE,DEFINABLE,0.384,0.101,1
chain_unary_n8_k1_definable_fixed_i11.model,DEFINABLE,DEFINABLE,0.336,0.124,1
chain_unary_n8_k1_definable_fixed_i12.model,DEFINABLE,DEFINABLE,0.470,0.122,1
chain_unary_n8_k1_definable_fixed_i13.model,DEFINABLE,DEFINABLE,0.410,0.104,1
chain_unary_n8_k1_definable_fixed_i14.model,DEFINABLE,DEFINABLE,0.453,0.127,1
chain_unary_n8_k1_definable_fixed_i15.model,DEFINABLE,DEFINABLE,0.381,0.109,1
chain_unary_n8_k1_definable_fixed_i16.model,DEFINABLE,DEFINABLE,0.335,0.098,1
chain_unary_n8_k1_definable_fixed_i17.model,DEFINABLE,DEFINABLE,0.358,0.103,1
chain_unary_n8_k1_definable_fixed_i18.model,DEFINABLE,DEFINABLE,0.325,0.101,1
chain_unary_n8_k1_definable_fixed_i19.model,DEFINABLE,DEFINABLE,0.354,0.157,1
chain_unary_n8_k1_definable_fixed_i2.model,DEFINABLE,DEFINABLE,0.363,0.134,1
chain_unary_n8_k1_definable_fixed_i20.model,DEFINABLE,DEFINABLE,0.379,0.122,1
chain_unary_n8_k1_definable_fixed_i21.model,DEFINABLE,DEFINABLE,0.402,0.112,1
chain_unary_n8_k1_definable_fixed_i22.model,DEFINABLE,DEFINABLE,0.360,0.103,1
chain_unary_n8_k1_definable_fixed_i23.model,DEFINABLE,DEFINABLE,0.585,0.112,1
chain_unary_n8_k1_definable_fixed_i24.model,DEFINABLE,DEFINABLE,0.378,0.111,1
chain_unary_n8_k1_definable_fixed_i25.model,DEFINABLE,DEFINABLE,0.363,0.126,1
chain_unary_n8_k1_definable_fixed_i26.model,DEFINABLE,DEFINABLE,0.323,0.117,1
chain_unary_n8_k1_definable_fixed_i27.model,DEFINABLE,DEFINABLE,0.364,0.098,1
chain_unary_n8_k1_definable_fixed_i28.model,DEFINABLE,DEFINABLE,0.600,0.102,1
chain_unary_n8_k1_definable_fixed_i29.model,DEFINABLE,DEFINABLE,0.388,0.098,1
chain_unary_n8_k1_definable_fixed_i3.model,DEFINABLE,DEFINABLE,0.473,0.155,1
chain_unary_n8_k1_definable_fixed_i4.model,DEFINABLE,DEFINABLE,0.306,0.097,1
chain_unary_n8_k1_definable_fixed_i5.model,DEFINABLE,DEFINABLE,0.416,0.103,1
chain_unary_n8_k1_definable_fixed_i6.model,DEFINABLE,DEFINABLE,0.413,0.107,1
chain_unary_n8_k1_definable_fixed_i7.model,DEFINABLE,DEFINABLE,0.459,0.125,1
chain_unary_n8_k1_definable_fixed_i8.model,DEFINABLE,DEFINABLE,0.325,0.124,1
chain_unary_n8_k1_definable_fixed_i9.model,DEFINABLE,DEFINABLE,0.395,0.096,1
chain_unary_n8_k1_nondef_mix_i0.model,DEFINABLE,DEFINABLE,0.415,0.113,1
chain_unary_n8_k1_nondef_mix_i1.model,DEFINABLE,DEFINABLE,0.597,0.099,1
chain_unary_n8_k1_nondef_mix_i10.model,DEFINABLE,DEFINABLE,0.431,0.100,1
chain_unary_n8_k1_nondef_mix_i11.model,DEFINABLE,DEFINABLE,0.528,0.102,1
chain_unary_n8_k1_nondef_mix_i12.model,DEFINABLE,DEFINABLE,0.617,0.098,1
chain_unary_n8_k1_nondef_mix_i13.model,DEFINABLE,DEFINABLE,0.321,0.102,1
chain_unary_n8_k1_nondef_mix_i14.model,DEFINABLE,DEFINABLE,0.587,0.105,1
chain_unary_n8_k1_nondef_mix_i15.model,DEFINABLE,DEFINABLE,0.338,0.107,1
chain_unary_n8_k1_nondef_mix_i16.model,DEFINABLE,DEFINABLE,0.366,0.106,1
chain_unary_n8_k1_nondef_mix_i17.model,DEFINABLE,DEFINABLE,0.434,0.122,1
chain_unary_n8_k1_nondef_mix_i18.model,DEFINABLE,DEFINABLE,0.513,0.112,1
chain_unary_n8_k1_nondef_mix_i19.model,DEFINABLE,DEFINABLE,0.325,0.128,1
chain_unary_n8_k1_nondef_mix_i2.model,DEFINABLE,DEFINABLE,0.370,0.112,1
chain_unary_n8_k1_nondef_mix_i20.model,DEFINABLE,DEFINABLE,0.466,0.100,1
chain_unary_n8_k1_nondef_mix_i21.model,DEFINABLE,DEFINABLE,0.369,0.101,1
chain_unary_n8_k1_nondef_mix_i22.model,DEFINABLE,DEFINABLE,0.422,0.120,1
chain_unary_n8_k1_nondef_mix_i23.model,DEFINABLE,DEFINABLE,0.348,0.101,1
chain_unary_n8_k1_nondef_mix_i24.model,DEFINABLE,DEFINABLE,0.398,0.126,1
chain_unary_n8_k1_nondef_mix_i25.model,DEFINABLE,DEFINABLE,0.357,0.136,1
chain_unary_n8_k1_nondef_mix_i26.model,DEFINABLE,DEFINABLE,0.369,0.104,1
chain_unary_n8_k1_nondef_mix_i27.model,DEFINABLE,DEFINABLE,0.422,0.111,1
chain_unary_n8_k1_nondef_mix_i28.model,DEFINABLE,DEFINABLE,0.357,0.100,1
chain_unary_n8_k1_nondef_mix_i29.model,DEFINABLE,DEFINABLE,0.394,0.120,1
chain_unary_n8_k1_nondef_mix_i3.model,DEFINABLE,DEFINABLE,0.421,0.100,1
chain_unary_n8_k1_nondef_mix_i4.model,DEFINABLE,DEFINABLE,0.493,0.105,1
chain_unary_n8_k1_nondef_mix_i5.model,DEFINABLE,DEFINABLE,0.380,0.107,1
chain_unary_n8_k1_nondef_mix_i6.model,DEFINABLE,DEFINABLE,0.440,0.131,1
chain_unary_n8_k1_nondef_mix_i7.model,DEFINABLE,DEFINABLE,0.353,0.101,1
chain_unary_n8_k1_nondef_mix_i8.model,DEFINABLE,DEFINABLE,0.330,0.108,1
chain_unary_n8_k1_nondef_mix_i9.model,DEFINABLE,DEFINABLE,0.338,0.110,1
cyclic_group_n16_k1_definable_eq_i0.model,DEFINABLE,DEFINABLE,1.707,0.370,1
cyclic_group_n16_k1_definable_eq_i1.model,DEFINABLE,DEFINABLE,1.802,0.363,1
cyclic_group_n16_k1_definable_eq_i10.model,DEFINABLE,DEFINABLE,1.725,0.356,1
cyclic_group_n16_k1_definable_eq_i11.model,DEFINABLE,DEFINABLE,1.793,0.388,1
cyclic_group_n16_k1_definable_eq_i12.model,DEFINABLE,DEFINABLE,1.745,0.361,1
cyclic_group_n16_k1_definable_eq_i13.model,DEFINABLE,DEFINABLE,1.788,0.355,1
cyclic_group_n16_k1_definable_eq_i14.model,DEFINABLE,DEFINABLE,1.720,0.365,1
cyclic_group_n16_k1_definable_eq_i15.model,DEFINABLE,DEFINABLE,1.730,0.389,1
cyclic_group_n16_k1_definable_eq_i16.model,DEFINABLE,DEFINABLE,1.787,0.363,1
cyclic_group_n16_k1_definable_eq_i17.model,DEFINABLE,DEFINABLE,1.717,0.351,1
cyclic_group_n16_k1_definable_eq_i18.model,DEFINABLE,DEFINABLE,1.685,0.359,1
cyclic_group_n16_k1_definable_eq_i19.model,DEFINABLE,DEFINABLE,1.708,0.373,1
cyclic_group_n16_k1_definable_eq_i2.model,DEFINABLE,DEFINABLE,1.693,0.383,1
cyclic_group_n16_k1_definable_eq_i20.model,DEFINABLE,DEFINABLE,1.748,0.372,1
cyclic_group_n16_k1_definable_eq_i21.model,DEFINABLE,DEFINABLE,1.697,0.361,1
cyclic_group_n16_k1_definable_eq_i22.model,DEFINABLE,DEFINABLE,1.761,0.360,1
cyclic_group_n16_k1_definable_eq_i23.model,DEFINABLE,DEFINABLE,1.654,0.357,1
cyclic_group_n16_k1_definable_eq_i24.model,DEFINABLE,DEFINABLE,1.777,0.356,1
cyclic_group_n16_k1_definable_eq_i25.model,DEFINABLE,DEFINABLE,1.726,0.360,1
cyclic_group_n16_k1_definable_eq_i26.model,DEFINABLE,DEFINABLE,1.668,0.379,1
cyclic_group_n16_k1_definable_eq_i27.model,DEFINABLE,DEFINABLE,2.750,0.357,1
cyclic_group_n16_k1_definable_eq_i28.model,DEFINABLE,DEFINABLE,1.649,0.357,1
cyclic_group_n16_k1_definable_eq_i29.model,DEFINABLE,DEFINABLE,1.849,0.369,1
cyclic_group_n16_k1_definable_eq_i3.model,DEFINABLE,DEFINABLE,1.716,0.354,1
cyclic_group_n16_k1_definable_eq_i4.model,DEFINABLE,DEFINABLE,1.726,0.368,1
cyclic_group_n16_k1_definable_eq_i5.model,DEFINABLE,DEFINABLE,1.805,0.357,1
cyclic_group_n16_k1_definable_eq_i6.model,DEFINABLE,DEFINABLE,1.835,0.365,1
cyclic_group_n16_k1_definable_eq_i7.model,DEFINABLE,DEFINABLE,1.683,0.356,1
cyclic_group_n16_k1_definable_eq_i8.model,DEFINABLE,DEFINABLE,1.838,0.371,1
cyclic_group_n16_k1_definable_eq_i9.model,DEFINABLE,DEFINABLE,1.690,0.370,1
cyclic_group_n16_k1_nondef_mix_i0.model,DEFINABLE,DEFINABLE,1.671,0.424,1
cyclic_group_n16_k1_nondef_mix_i1.model,DEFINABLE,DEFINABLE,1.692,0.374,1
cyclic_group_n16_k1_nondef_mix_i10.model,DEFINABLE,DEFINABLE,1.682,0.363,1
cyclic_group_n16_k1_nondef_mix_i11.model,DEFINABLE,DEFINABLE,1.715,0.390,1
cyclic_group_n16_k1_nondef_mix_i12.model,DEFINABLE,DEFINABLE,1.682,0.395,1
cyclic_group_n16_k1_nondef_mix_i13.model,DEFINABLE,DEFINABLE,1.754,0.508,1
cyclic_group_n16_k1_nondef_mix_i14.model,DEFINABLE,DEFINABLE,1.829,0.366,1
cyclic_group_n16_k1_nondef_mix_i15.model,DEFINABLE,DEFINABLE,1.741,0.390,1
cyclic_group_n16_k1_nondef_mix_i16.model,DEFINABLE,DEFINABLE,1.715,0.351,1
cyclic_group_n16_k1_nondef_mix_i17.model,DEFINABLE,DEFINABLE,1.735,0.365,1
cyclic_group_n16_k1_nondef_mix_i18.model,DEFINABLE,DEFINABLE,1.740,0.382,1
cyclic_group_n16_k1_nondef_mix_i19.model,DEFINABLE,DEFINABLE,1.711,0.376,1
cyclic_group_n16_k1_nondef_mix_i2.model,DEFINABLE,DEFINABLE,1.687,0.395,1
cyclic_group_n16_k1_nondef_mix_i20.model,DEFINABLE,DEFINABLE,1.707,0.384,1
cyclic_group_n16_k1_nondef_mix_i21.model,DEFINABLE,DEFINABLE,1.709,0.390,1
cyclic_group_n16_k1_nondef_mix_i22.model,DEFINABLE,DEFINABLE,1.696,0.375,1
cyclic_group_n16_k1_nondef_mix_i23.model,DEFINABLE,DEFINABLE,1.666,0.369,1
cyclic_group_n16_k1_nondef_mix_i24.model,DEFINABLE,DEFINABLE,1.706,0.475,1
cyclic_group_n16_k1_nondef_mix_i25.model,DEFINABLE,DEFINABLE,1.676,0.383,1
cyclic_group_n16_k1_nondef_mix_i26.model,DEFINABLE,DEFINABLE,1.683,0.384,1
cyclic_group_n16_k1_nondef_mix_i27.model,DEFINABLE,DEFINABLE,1.680,0.363,1
cyclic_group_n16_k1_nondef_mix_i28.model,DEFINABLE,DEFINABLE,1.802,0.367,1
cyclic_group_n16_k1_nondef_mix_i29.model,DEFINABLE,DEFINABLE,1.688,0.380,1
cyclic_group_n16_k1_nondef_mix_i3.model,DEFINABLE,DEFINABLE,1.719,0.361,1
cyclic_group_n16_k1_nondef_mix_i4.model,DEFINABLE,DEFINABLE,1.731,0.372,1
cyclic_group_n16_k1_nondef_mix_i5.model,DEFINABLE,DEFINABLE,1.705,0.375,1
cyclic_group_n16_k1_nondef_mix_i6.model,DEFINABLE,DEFINABLE,1.686,0.385,1
cyclic_group_n16_k1_nondef_mix_i7.model,DEFINABLE,DEFINABLE,1.769,0.525,1
cyclic_group_n16_k1_nondef_mix_i8.model,DEFINABLE,DEFINABLE,1.765,0.468,1
cyclic_group_n16_k1_nondef_mix_i9.model,DEFINABLE,DEFINABLE,1.754,0.489,1
cyclic_group_n16_k2_definable_eq_i0.model,DEFINABLE,DEFINABLE,1.012,0.367,1
cyclic_group_n16_k2_definable_eq_i1.model,DEFINABLE,DEFINABLE,1.021,0.369,1
cyclic_group_n16_k2_definable_eq_i10.model,DEFINABLE,DEFINABLE,1.117,0.377,1
cyclic_group_n16_k2_definable_eq_i11.model,DEFINABLE,DEFINABLE,0.992,0.517,1
cyclic_group_n16_k2_definable_eq_i12.model,DEFINABLE,DEFINABLE,1.041,0.396,1
cyclic_group_n16_k2_definable_eq_i13.model,DEFINABLE,DEFINABLE,1.021,0.368,1
cyclic_group_n16_k2_definable_eq_i14.model,DEFINABLE,DEFINABLE,0.999,0.389,1
cyclic_group_n16_k2_definable_eq_i15.model,DEFINABLE,DEFINABLE,1.134,0.388,1
cyclic_group_n16_k2_definable_eq_i16.model,DEFINABLE,DEFINABLE,1.067,0.378,1
cyclic_group_n16_k2_definable_eq_i17.model,DEFINABLE,DEFINABLE,1.017,0.456,1
cyclic_group_n16_k2_definable_eq_i18.model,DEFINABLE,DEFINABLE,1.008,0.366,1
cyclic_group_n16_k2_definable_eq_i19.model,DEFINABLE,DEFINABLE,0.994,0.605,1
cyclic_group_n16_k2_definable_eq_i2.model,DEFINABLE,DEFINABLE,1.005,0.372,1
cyclic_group_n16_k2_definable_eq_i20.model,DEFINABLE,DEFINABLE,0.992,0.472,1
cyclic_group_n16_k2_definable_eq_i21.model,DEFINABLE,DEFINABLE,1.002,0.377,1
cyclic_group_n16_k2_definable_eq_i22.model,DEFINABLE,DEFINABLE,0.970,0.395,1
cyclic_group_n16_k2_definable_eq_i23.model,DEFINABLE,DEFINABLE,1.004,0.371,1
cyclic_group_n16_k2_definable_eq_i24.model,DEFINABLE,DEFINABLE,1.014,0.395,1
cyclic_group_n16_k2_definable_eq_i25.model,DEFINABLE,DEFINABLE,0.999,0.395,1
cyclic_group_n16_k2_definable_eq_i26.model,DEFINABLE,DEFINABLE,0.998,0.392,1
cyclic_group_n16_k2_definable_eq_i27.model,DEFINABLE,DEFINABLE,0.990,0.367,1
cyclic_group_n16_k2_definable_eq_i28.model,DEFINABLE,DEFINABLE,1.015,0.466,1
cyclic_group_n16_k2_definable_eq_i29.model,DEFINABLE,DEFINABLE,1.105,0.390,1
cyclic_group_n16_k2_definable_eq_i3.model,DEFINABLE,DEFINABLE,1.015,0.393,1
cyclic_group_n16_k2_definable_eq_i4.model,DEFINABLE,DEFINABLE,1.044,0.394,1
cyclic_group_n16_k2_definable_eq_i5.model,DEFINABLE,DEFINABLE,1.073,0.369,1
cyclic_group_n16_k2_definable_eq_i6.model,DEFINABLE,DEFINABLE,1.070,0.382,1
cyclic_group_n16_k2_definable_eq_i7.model,DEFINABLE,DEFINABLE,1.029,0.381,1
cyclic_group_n16_k2_definable_eq_i8.model,DEFINABLE,DEFINABLE,1.064,0.379,1
cyclic_group_n16_k2_definable_eq_i9.model,DEFINABLE,DEFINABLE,1.031,0.434,1
cyclic_group_n16_k2_nondef_mix_i0.model,DEFINABLE,DEFINABLE,39.893,4.518,1
cyclic_group_n16_k2_nondef_mix_i1.model,DEFINABLE,DEFINABLE,39.809,4.470,1
cyclic_group_n16_k2_nondef_mix_i10.model,DEFINABLE,DEFINABLE,39.658,4.624,1
cyclic_group_n16_k2_nondef_mix_i11.model,DEFINABLE,DEFINABLE,40.427,4.631,1
cyclic_group_n16_k2_nondef_mix_i12.model,DEFINABLE,DEFINABLE,39.613,4.508,1
cyclic_group_n16_k2_nondef_mix_i13.model,DEFINABLE,DEFINABLE,39.702,4.758,1
cyclic_group_n16_k2_nondef_mix_i14.model,DEFINABLE,DEFINABLE,39.606,4.483,1
cyclic_group_n16_k2_nondef_mix_i15.model,DEFINABLE,DEFINABLE,39.464,4.652,1
cyclic_group_n16_k2_nondef_mix_i16.model,DEFINABLE,DEFINABLE,39.575,4.498,1
cyclic_group_n16_k2_nondef_mix_i17.model,DEFINABLE,DEFINABLE,39.557,4.595,1
cyclic_group_n16_k2_nondef_mix_i18.model,DEFINABLE,DEFINABLE,39.638,4.574,1
cyclic_group_n16_k2_nondef_mix_i19.model,DEFINABLE,DEFINABLE,39.635,4.607,1
cyclic_group_n16_k2_nondef_mix_i2.model,DEFINABLE,DEFINABLE,40.401,4.490,1
cyclic_group_n16_k2_nondef_mix_i20.model,DEFINABLE,DEFINABLE,39.869,4.555,1
cyclic_group_n16_k2_nondef_mix_i21.model,DEFINABLE,DEFINABLE,40.211,4.468,1
cyclic_group_n16_k2_nondef_mix_i22.model,DEFINABLE,DEFINABLE,39.874,4.568,1
cyclic_group_n16_k2_nondef_mix_i23.model,DEFINABLE,DEFINABLE,39.776,4.481,1
cyclic_group_n16_k2_nondef_mix_i24.model,DEFINABLE,DEFINABLE,39.700,4.514,1
cyclic_group_n16_k2_nondef_mix_i25.model,DEFINABLE,DEFINABLE,39.428,4.502,1
cyclic_group_n16_k2_nondef_mix_i26.model,DEFINABLE,DEFINABLE,39.617,4.557,1
cyclic_group_n16_k2_nondef_mix_i27.model,DEFINABLE,DEFINABLE,39.950,4.501,1
cyclic_group_n16_k2_nondef_mix_i28.model,DEFINABLE,DEFINABLE,39.626,4.439,1
cyclic_group_n16_k2_nondef_mix_i29.model,DEFINABLE,DEFINABLE,39.245,4.469,1
cyclic_group_n16_k2_nondef_mix_i3.model,DEFINABLE,DEFINABLE,40.152,5.242,1
cyclic_group_n16_k2_nondef_mix_i4.model,DEFINABLE,DEFINABLE,39.651,4.938,1
cyclic_group_n16_k2_nondef_mix_i5.model,DEFINABLE,DEFINABLE,40.280,4.537,1
cyclic_group_n16_k2_nondef_mix_i6.model,DEFINABLE,DEFINABLE,39.656,4.503,1
cyclic_group_n16_k2_nondef_mix_i7.model,DEFINABLE,DEFINABLE,39.530,4.522,1
cyclic_group_n16_k2_nondef_mix_i8.model,DEFINABLE,DEFINABLE,39.214,4.529,1
cyclic_group_n16_k2_nondef_mix_i9.model,DEFINABLE,DEFINABLE,39.902,4.501,1
cyclic_group_n32_k1_definable_eq_i0.model,DEFINABLE,DEFINABLE,11.011,1.272,1
cyclic_group_n32_k1_definable_eq_i1.model,DEFINABLE,DEFINABLE,11.120,1.264,1
cyclic_group_n32_k1_definable_eq_i10.model,DEFINABLE,DEFINABLE,10.971,1.449,1
cyclic_group_n32_k1_definable_eq_i11.model,DEFINABLE,DEFINABLE,10.878,1.256,1
cyclic_group_n32_k1_definable_eq_i12.model,DEFINABLE,DEFINABLE,11.253,1.251,1
cyclic_group_n32_k1_definable_eq_i13.model,DEFINABLE,DEFINABLE,11.022,1.375,1
cyclic_group_n32_k1_definable_eq_i14.model,DEFINABLE,DEFINABLE,10.994,1.259,1
cyclic_group_n32_k1_definable_eq_i15.model,DEFINABLE,DEFINABLE,11.338,1.292,1
cyclic_group_n32_k1_definable_eq_i16.model,DEFINABLE,DEFINABLE,11.171,1.351,1
cyclic_group_n32_k1_definable_eq_i17.model,DEFINABLE,DEFINABLE,10.910,1.454,1
cyclic_group_n32_k1_definable_eq_i18.model,DEFINABLE,DEFINABLE,10.988,1.441,1
cyclic_group_n32_k1_definable_eq_i19.model,DEFINABLE,DEFINABLE,10.954,1.451,1
cyclic_group_n32_k1_definable_eq_i2.model,DEFINABLE,DEFINABLE,11.110,1.252,1
cyclic_group_n32_k1_definable_eq_i20.model,DEFINABLE,DEFINABLE,11.104,1.448,1
cyclic_group_n32_k1_definable_eq_i21.model,DEFINABLE,DEFINABLE,11.087,1.405,1
cyclic_group_n32_k1_definable_eq_i22.model,DEFINABLE,DEFINABLE,11.284,1.435,1
cyclic_group_n32_k1_definable_eq_i23.model,DEFINABLE,DEFINABLE,11.114,1.237,1
cyclic_group_n32_k1_definable_eq_i24.model,DEFINABLE,DEFINABLE,11.293,1.425,1
cyclic_group_n32_k1_definable_eq_i25.model,DEFINABLE,DEFINABLE,11.094,1.245,1
cyclic_group_n32_k1_definable_eq_i26.model,DEFINABLE,DEFINABLE,11.061,1.266,1
cyclic_group_n32_k1_definable_eq_i27.model,DEFINABLE,DEFINABLE,11.157,1.255,1
cyclic_group_n32_k1_definable_eq_i28.model,DEFINABLE,DEFINABLE,11.272,1.306,1
cyclic_group_n32_k1_definable_eq_i29.model,DEFINABLE,DEFINABLE,10.970,1.437,1
cyclic_group_n32_k1_definable_eq_i3.model,DEFINABLE,DEFINABLE,11.047,1.418,1
cyclic_group_n32_k1_definable_eq_i4.model,DEFINABLE,DEFINABLE,11.067,1.280,1
cyclic_group_n32_k1_definable_eq_i5.model,DEFINABLE,DEFINABLE,11.129,1.237,1
cyclic_group_n32_k1_definable_eq_i6.model,DEFINABLE,DEFINABLE,11.166,1.270,1
cyclic_group_n32_k1_definable_eq_i7.model,DEFINABLE,DEFINABLE,10.910,1.253,1
cyclic_group_n32_k1_definable_eq_i8.model,DEFINABLE,DEFINABLE,10.958,1.257,1
cyclic_group_n32_k1_definable_eq_i9.model,DEFINABLE,DEFINABLE,10.945,1.233,1
cyclic_group_n32_k1_nondef_mix_i0.model,DEFINABLE,DEFINABLE,10.944,1.277,1
cyclic_group_n32_k1_nondef_mix_i1.model,DEFINABLE,DEFINABLE,11.228,1.281,1
cyclic_group_n32_k1_nondef_mix_i10.model,DEFINABLE,DEFINABLE,10.858,1.237,1
cyclic_group_n32_k1_nondef_mix_i11.model,DEFINABLE,DEFINABLE,10.908,1.266,1
cyclic_group_n32_k1_nondef_mix_i12.model,DEFINABLE,DEFINABLE,11.097,1.265,1
cyclic_group_n32_k1_nondef_mix_i13.model,DEFINABLE,DEFINABLE,10.954,1.256,1
cyclic_group_n32_k1_nondef_mix_i14.model,DEFINABLE,DEFINABLE,10.922,1.317,1
cyclic_group_n32_k1_nondef_mix_i15.model,DEFINABLE,DEFINABLE,10.967,1.273,1
cyclic_group_n32_k1_nondef_mix_i16.model,DEFINABLE,DEFINABLE,11.090,1.282,1
cyclic_group_n32_k1_nondef_mix_i17.model,DEFINABLE,DEFINABLE,11.061,1.285,1
cyclic_group_n32_k1_nondef_mix_i18.model,DEFINABLE,DEFINABLE,10.949,1.268,1
cyclic_group_n32_k1_nondef_mix_i19.model,DEFINABLE,DEFINABLE,11.022,1.247,1
cyclic_group_n32_k1_nondef_mix_i2.model,DEFINABLE,DEFINABLE,11.015,1.261,1
cyclic_group_n32_k1_nondef_mix_i20.model,DEFINABLE,DEFINABLE,10.944,1.276,1
cyclic_group_n32_k1_nondef_mix_i21.model,DEFINABLE,DEFINABLE,10.926,1.474,1
cyclic_group_n32_k1_nondef_mix_i22.model,DEFINABLE,DEFINABLE,10.917,1.280,1
cyclic_group_n32_k1_nondef_mix_i23.model,DEFINABLE,DEFINABLE,11.043,1.248,1
cyclic_group_n32_k1_nondef_mix_i24.model,DEFINABLE,DEFINABLE,11.602,1.344,1
cyclic_group_n32_k1_nondef_mix_i25.model,DEFINABLE,DEFINABLE,10.954,1.764,1
cyclic_group_n32_k1_nondef_mix_i26.model,DEFINABLE,DEFINABLE,11.169,1.310,1
cyclic_group_n32_k1_nondef_mix_i27.model,DEFINABLE,DEFINABLE,11.009,1.313,1
cyclic_group_n32_k1_nondef_mix_i28.model,DEFINABLE,DEFINABLE,10.922,1.472,1
cyclic_group_n32_k1_nondef_mix_i29.model,DEFINABLE,DEFINABLE,10.965,1.408,1
cyclic_group_n32_k1_nondef_mix_i3.model,DEFINABLE,DEFINABLE,11.032,1.422,1
cyclic_group_n32_k1_nondef_mix_i4.model,DEFINABLE,DEFINABLE,11.152,1.598,1
cyclic_group_n32_k1_nondef_mix_i5.model,DEFINABLE,DEFINABLE,10.989,1.531,1
cyclic_group_n32_k1_nondef_mix_i6.model,DEFINABLE,DEFINABLE,10.938,1.400,1
cyclic_group_n32_k1_nondef_mix_i7.model,DEFINABLE,DEFINABLE,11.025,1.278,1
cyclic_group_n32_k1_nondef_mix_i8.model,DEFINABLE,DEFINABLE,10.989,1.511,1
cyclic_group_n32_k1_nondef_mix_i9.model,DEFINABLE,DEFINABLE,11.105,1.256,1
cyclic_group_n32_k2_definable_eq_i0.model,DEFINABLE,DEFINABLE,6.378,1.276,1
cyclic_group_n32_k2_definable_eq_i1.model,DEFINABLE,DEFINABLE,6.230,1.658,1
cyclic_group_n32_k2_definable_eq_i10.model,DEFINABLE,DEFINABLE,6.310,1.392,1
cyclic_group_n32_k2_definable_eq_i11.model,DEFINABLE,DEFINABLE,6.587,1.546,1
cyclic_group_n32_k2_definable_eq_i12.model,DEFINABLE,DEFINABLE,6.348,1.264,1
cyclic_group_n32_k2_definable_eq_i13.model,DEFINABLE,DEFINABLE,6.350,1.273,1
cyclic_group_n32_k2_definable_eq_i14.model,DEFINABLE,DEFINABLE,6.280,1.290,1
cyclic_group_n32_k2_definable_eq_i15.model,DEFINABLE,DEFINABLE,6.487,1.456,1
cyclic_group_n32_k2_definable_eq_i16.model,DEFINABLE,DEFINABLE,6.515,1.279,1
cyclic_group_n32_k2_definable_eq_i17.model,DEFINABLE,DEFINABLE,6.297,1.358,1
cyclic_group_n32_k2_definable_eq_i18.model,DEFINABLE,DEFINABLE,6.395,1.267,1
cyclic_group_n32_k2_definable_eq_i19.model,DEFINABLE,DEFINABLE,6.263,1.271,1
cyclic_group_n32_k2_definable_eq_i2.model,DEFINABLE,DEFINABLE,6.256,1.256,1
cyclic_group_n32_k2_definable_eq_i20.model,DEFINABLE,DEFINABLE,6.344,1.285,1
cyclic_group_n32_k2_definable_eq_i21.model,DEFINABLE,DEFINABLE,6.325,1.283,1
