model,hit,merge,hit_ms,merge_ms,agree
random_magma_n128_k2_nondef_mix_i9.model,DEFINABLE,DEFINABLE,124047.032,180766.742,1
random_magma_n128_k2_random_half_i0.model,DEFINABLE,DEFINABLE,123540.062,179227.788,1
random_magma_n128_k2_random_half_i1.model,DEFINABLE,DEFINABLE,123742.256,179190.585,1
random_magma_n128_k2_random_half_i10.model,DEFINABLE,DEFINABLE,128917.401,188886.261,1
random_magma_n128_k2_random_half_i11.model,DEFINABLE,DEFINABLE,125007.640,180940.409,1
random_magma_n128_k2_random_half_i12.model,DEFINABLE,DEFINABLE,120060.844,168730.414,1
random_magma_n128_k2_random_half_i13.model,DEFINABLE,DEFINABLE,120914.185,176984.716,1
random_magma_n128_k2_random_half_i14.model,NOT_DEFINABLE,NOT_DEFINABLE,420.036,182291.427,1
random_magma_n128_k2_random_half_i15.model,NOT_DEFINABLE,NOT_DEFINABLE,433.363,182752.868,1
random_magma_n128_k2_random_half_i16.model,DEFINABLE,DEFINABLE,125464.725,172684.388,1
random_magma_n128_k2_random_half_i17.model,DEFINABLE,DEFINABLE,123664.366,173242.104,1
random_magma_n128_k2_random_half_i18.model,DEFINABLE,DEFINABLE,123610.796,180040.942,1
random_magma_n128_k2_random_half_i19.model,DEFINABLE,DEFINABLE,117171.834,175431.209,1
random_magma_n128_k2_random_half_i2.model,DEFINABLE,DEFINABLE,125343.051,187458.414,1
random_magma_n128_k2_random_half_i20.model,DEFINABLE,DEFINABLE,123689.472,171268.359,1
random_magma_n128_k2_random_half_i21.model,DEFINABLE,DEFINABLE,122430.574,172582.810,1
random_magma_n128_k2_random_half_i22.model,DEFINABLE,DEFINABLE,124850.866,174610.147,1
random_magma_n128_k2_random_half_i23.model,DEFINABLE,DEFINABLE,123284.074,178755.419,1
random_magma_n128_k2_random_half_i24.model,DEFINABLE,DEFINABLE,124321.683,185323.723,1
random_magma_n128_k2_random_half_i25.model,DEFINABLE,DEFINABLE,122599.640,183433.096,1
random_magma_n128_k2_random_half_i26.model,DEFINABLE,DEFINABLE,118240.365,180682.727,1
random_magma_n128_k2_random_half_i27.model,DEFINABLE,DEFINABLE,123917.399,183069.187,1
random_magma_n128_k2_random_half_i28.model,DEFINABLE,DEFINABLE,123679.285,186996.398,1
random_magma_n128_k2_random_half_i29.model,DEFINABLE,DEFINABLE,122896.312,183601.616,1
random_magma_n128_k2_random_half_i3.model,NOT_DEFINABLE,NOT_DEFINABLE,883.884,179896.725,1
random_magma_n128_k2_random_half_i4.model,DEFINABLE,DEFINABLE,117219.485,179375.980,1
random_magma_n128_k2_random_half_i5.model,NOT_DEFINABLE,NOT_DEFINABLE,798.018,179645.973,1
random_magma_n128_k2_random_half_i6.model,DEFINABLE,DEFINABLE,123165.171,178478.113,1
random_magma_n128_k2_random_half_i7.model,DEFINABLE,DEFINABLE,123222.772,174611.489,1
random_magma_n128_k2_random_half_i8.model,DEFINABLE,DEFINABLE,123506.426,176712.307,1
random_magma_n128_k2_random_half_i9.model,DEFINABLE,DEFINABLE,120272.544,177850.382,1
random_magma_n16_k1_definable_eq_i0.model,DEFINABLE,DEFINABLE,3.452,1.183,1
random_magma_n16_k1_definable_eq_i1.model,DEFINABLE,DEFINABLE,3.378,1.158,1
random_magma_n16_k1_definable_eq_i10.model,DEFINABLE,DEFINABLE,3.173,1.179,1
random_magma_n16_k1_definable_eq_i11.model,DEFINABLE,DEFINABLE,3.252,1.140,1
random_magma_n16_k1_definable_eq_i12.model,DEFINABLE,DEFINABLE,3.268,1.135,1
random_magma_n16_k1_definable_eq_i13.model,DEFINABLE,DEFINABLE,3.368,1.125,1
random_magma_n16_k1_definable_eq_i14.model,DEFINABLE,DEFINABLE,3.378,1.135,1
random_magma_n16_k1_definable_eq_i15.model,DEFINABLE,DEFINABLE,3.377,1.174,1
random_magma_n16_k1_definable_eq_i16.model,DEFINABLE,DEFINABLE,3.335,1.142,1
random_magma_n16_k1_definable_eq_i17.model,DEFINABLE,DEFINABLE,3.260,1.117,1
random_magma_n16_k1_definable_eq_i18.model,DEFINABLE,DEFINABLE,3.070,1.098,1
random_magma_n16_k1_definable_eq_i19.model,DEFINABLE,DEFINABLE,3.257,1.196,1
random_magma_n16_k1_definable_eq_i2.model,DEFINABLE,DEFINABLE,3.360,1.131,1
random_magma_n16_k1_definable_eq_i20.model,DEFINABLE,DEFINABLE,3.096,1.102,1
random_magma_n16_k1_definable_eq_i21.model,DEFINABLE,DEFINABLE,2.866,1.015,1
random_magma_n16_k1_definable_eq_i22.model,DEFINABLE,DEFINABLE,3.245,1.171,1
random_magma_n16_k1_definable_eq_i23.model,DEFINABLE,DEFINABLE,2.954,1.052,1
random_magma_n16_k1_definable_eq_i24.model,DEFINABLE,DEFINABLE,3.318,1.149,1
random_magma_n16_k1_definable_eq_i25.model,DEFINABLE,DEFINABLE,2.601,0.889,1
random_magma_n16_k1_definable_eq_i26.model,DEFINABLE,DEFINABLE,2.781,1.021,1
random_magma_n16_k1_definable_eq_i27.model,DEFINABLE,DEFINABLE,3.339,1.136,1
random_magma_n16_k1_definable_eq_i28.model,DEFINABLE,DEFINABLE,3.309,1.133,1
random_magma_n16_k1_definable_eq_i29.model,NOT_DEFINABLE,NOT_DEFINABLE,0.381,0.223,1
random_magma_n16_k1_definable_eq_i3.model,DEFINABLE,DEFINABLE,3.146,1.130,1
random_magma_n16_k1_definable_eq_i4.model,DEFINABLE,DEFINABLE,3.404,1.202,1
random_magma_n16_k1_definable_eq_i5.model,DEFINABLE,DEFINABLE,3.183,1.191,1
random_magma_n16_k1_definable_eq_i6.model,DEFINABLE,DEFINABLE,3.366,1.169,1
random_magma_n16_k1_definable_eq_i7.model,DEFINABLE,DEFINABLE,3.704,1.086,1
random_magma_n16_k1_definable_eq_i8.model,DEFINABLE,DEFINABLE,4.755,1.121,1
random_magma_n16_k1_definable_eq_i9.model,DEFINABLE,DEFINABLE,3.350,1.171,1
random_magma_n16_k1_nondef_mix_i0.model,DEFINABLE,DEFINABLE,3.225,1.135,1
random_magma_n16_k1_nondef_mix_i1.model,DEFINABLE,DEFINABLE,3.017,1.131,1
random_magma_n16_k1_nondef_mix_i10.model,DEFINABLE,DEFINABLE,3.302,1.150,1
random_magma_n16_k1_nondef_mix_i11.model,DEFINABLE,DEFINABLE,3.508,1.167,1
random_magma_n16_k1_nondef_mix_i12.model,DEFINABLE,DEFINABLE,3.257,1.133,1
random_magma_n16_k1_nondef_mix_i13.model,DEFINABLE,DEFINABLE,3.304,1.150,1
random_magma_n16_k1_nondef_mix_i14.model,DEFINABLE,DEFINABLE,3.317,1.173,1
random_magma_n16_k1_nondef_mix_i15.model,DEFINABLE,DEFINABLE,3.285,1.258,1
random_magma_n16_k1_nondef_mix_i16.model,DEFINABLE,DEFINABLE,3.379,1.142,1
random_magma_n16_k1_nondef_mix_i17.model,DEFINABLE,DEFINABLE,3.386,1.331,1
random_magma_n16_k1_nondef_mix_i18.model,DEFINABLE,DEFINABLE,3.438,1.193,1
random_magma_n16_k1_nondef_mix_i19.model,DEFINABLE,DEFINABLE,12.330,1.199,1
random_magma_n16_k1_nondef_mix_i2.model,DEFINABLE,DEFINABLE,3.107,1.169,1
random_magma_n16_k1_nondef_mix_i20.model,DEFINABLE,DEFINABLE,2.952,1.026,1
random_magma_n16_k1_nondef_mix_i21.model,DEFINABLE,DEFINABLE,3.119,1.129,1
random_magma_n16_k1_nondef_mix_i22.model,DEFINABLE,DEFINABLE,3.255,1.169,1
random_magma_n16_k1_nondef_mix_i23.model,NOT_DEFINABLE,NOT_DEFINABLE,1.070,0.740,1
random_magma_n16_k1_nondef_mix_i24.model,DEFINABLE,DEFINABLE,2.872,1.026,1
random_magma_n16_k1_nondef_mix_i25.model,DEFINABLE,DEFINABLE,3.164,1.055,1
random_magma_n16_k1_nondef_mix_i26.model,DEFINABLE,DEFINABLE,3.256,1.126,1
random_magma_n16_k1_nondef_mix_i27.model,DEFINABLE,DEFINABLE,3.264,1.181,1
random_magma_n16_k1_nondef_mix_i28.model,DEFINABLE,DEFINABLE,3.267,1.164,1
random_magma_n16_k1_nondef_mix_i29.model,DEFINABLE,DEFINABLE,3.265,1.135,1
random_magma_n16_k1_nondef_mix_i3.model,DEFINABLE,DEFINABLE,3.205,1.103,1
random_magma_n16_k1_nondef_mix_i4.model,DEFINABLE,DEFINABLE,3.069,1.038,1
random_magma_n16_k1_nondef_mix_i5.model,DEFINABLE,DEFINABLE,3.461,1.187,1
random_magma_n16_k1_nondef_mix_i6.model,DEFINABLE,DEFINABLE,3.251,1.166,1
random_magma_n16_k1_nondef_mix_i7.model,DEFINABLE,DEFINABLE,2.852,0.973,1
random_magma_n16_k1_nondef_mix_i8.model,DEFINABLE,DEFINABLE,3.323,1.150,1
random_magma_n16_k1_nondef_mix_i9.model,DEFINABLE,DEFINABLE,3.335,1.139,1
random_magma_n16_k1_random_half_i0.model,DEFINABLE,DEFINABLE,3.271,1.151,1
random_magma_n16_k1_random_half_i1.model,DEFINABLE,DEFINABLE,3.329,1.152,1
random_magma_n16_k1_random_half_i10.model,DEFINABLE,DEFINABLE,3.123,1.140,1
random_magma_n16_k1_random_half_i11.model,DEFINABLE,DEFINABLE,3.088,1.082,1
random_magma_n16_k1_random_half_i12.model,DEFINABLE,DEFINABLE,3.448,1.147,1
random_magma_n16_k1_random_half_i13.model,DEFINABLE,DEFINABLE,3.156,1.165,1
random_magma_n16_k1_random_half_i14.model,DEFINABLE,DEFINABLE,3.249,1.157,1
random_magma_n16_k1_random_half_i15.model,DEFINABLE,DEFINABLE,3.361,1.153,1
random_magma_n16_k1_random_half_i16.model,DEFINABLE,DEFINABLE,3.318,1.137,1
random_magma_n16_k1_random_half_i17.model,DEFINABLE,DEFINABLE,3.351,1.145,1
random_magma_n16_k1_random_half_i18.model,DEFINABLE,DEFINABLE,3.327,1.143,1
random_magma_n16_k1_random_half_i19.model,DEFINABLE,DEFINABLE,3.438,1.173,1
random_magma_n16_k1_random_half_i2.model,DEFINABLE,DEFINABLE,3.327,1.143,1
random_magma_n16_k1_random_half_i20.model,DEFINABLE,DEFINABLE,3.174,1.095,1
random_magma_n16_k1_random_half_i21.model,DEFINABLE,DEFINABLE,3.135,1.128,1
random_magma_n16_k1_random_half_i22.model,DEFINABLE,DEFINABLE,3.087,1.041,1
random_magma_n16_k1_random_half_i23.model,DEFINABLE,DEFINABLE,3.205,1.143,1
random_magma_n16_k1_random_half_i24.model,NOT_DEFINABLE,NOT_DEFINABLE,0.969,0.653,1
random_magma_n16_k1_random_half_i25.model,DEFINABLE,DEFINABLE,3.429,1.194,1
random_magma_n16_k1_random_half_i26.model,DEFINABLE,DEFINABLE,3.212,1.107,1
random_magma_n16_k1_random_half_i27.model,DEFINABLE,DEFINABLE,2.903,0.982,1
random_magma_n16_k1_random_half_i28.model,DEFINABLE,DEFINABLE,3.339,1.153,1
random_magma_n16_k1_random_half_i29.model,DEFINABLE,DEFINABLE,3.366,1.165,1
random_magma_n16_k1_random_half_i3.model,DEFINABLE,DEFINABLE,2.979,1.053,1
random_magma_n16_k1_random_half_i4.model,DEFINABLE,DEFINABLE,3.056,1.053,1
random_magma_n16_k1_random_half_i5.model,DEFINABLE,DEFINABLE,3.205,1.135,1
random_magma_n16_k1_random_half_i6.model,DEFINABLE,DEFINABLE,3.338,1.159,1
random_magma_n16_k1_random_half_i7.model,NOT_DEFINABLE,NOT_DEFINABLE,0.953,0.665,1
random_magma_n16_k1_random_half_i8.model,NOT_DEFINABLE,NOT_DEFINABLE,1.468,1.028,1
random_magma_n16_k1_random_half_i9.model,DEFINABLE,DEFINABLE,3.359,1.141,1
random_magma_n16_k2_definable_eq_i0.model,DEFINABLE,DEFINABLE,1.754,1.156,1
random_magma_n16_k2_definable_eq_i1.model,DEFINABLE,DEFINABLE,1.754,1.160,1
random_magma_n16_k2_definable_eq_i10.model,DEFINABLE,DEFINABLE,1.806,1.115,1
random_magma_n16_k2_definable_eq_i11.model,DEFINABLE,DEFINABLE,1.833,1.147,1
random_magma_n16_k2_definable_eq_i12.model,DEFINABLE,DEFINABLE,1.690,1.133,1
random_magma_n16_k2_definable_eq_i13.model,DEFINABLE,DEFINABLE,1.671,1.150,1
random_magma_n16_k2_definable_eq_i14.model,DEFINABLE,DEFINABLE,1.742,1.053,1
random_magma_n16_k2_definable_eq_i15.model,DEFINABLE,DEFINABLE,1.658,1.037,1
random_magma_n16_k2_definable_eq_i16.model,DEFINABLE,DEFINABLE,1.758,1.122,1
random_magma_n16_k2_definable_eq_i17.model,DEFINABLE,DEFINABLE,1.762,1.120,1
random_magma_n16_k2_definable_eq_i18.model,DEFINABLE,DEFINABLE,1.842,1.165,1
random_magma_n16_k2_definable_eq_i19.model,DEFINABLE,DEFINABLE,1.672,1.107,1
random_magma_n16_k2_definable_eq_i2.model,DEFINABLE,DEFINABLE,1.926,1.186,1
random_magma_n16_k2_definable_eq_i20.model,DEFINABLE,DEFINABLE,1.673,1.042,1
random_magma_n16_k2_definable_eq_i21.model,DEFINABLE,DEFINABLE,1.706,1.146,1
random_magma_n16_k2_definable_eq_i22.model,DEFINABLE,DEFINABLE,1.838,1.171,1
random_magma_n16_k2_definable_eq_i23.model,DEFINABLE,DEFINABLE,1.692,1.074,1
random_magma_n16_k2_definable_eq_i24.model,DEFINABLE,DEFINABLE,1.848,1.174,1
random_magma_n16_k2_definable_eq_i25.model,DEFINABLE,DEFINABLE,1.607,0.947,1
random_magma_n16_k2_definable_eq_i26.model,DEFINABLE,DEFINABLE,1.878,1.133,1
random_magma_n16_k2_definable_eq_i27.model,DEFINABLE,DEFINABLE,1.721,1.140,1
random_magma_n16_k2_definable_eq_i28.model,DEFINABLE,DEFINABLE,1.924,1.142,1
random_magma_n16_k2_definable_eq_i29.model,DEFINABLE,DEFINABLE,1.595,1.038,1
random_magma_n16_k2_definable_eq_i3.model,DEFINABLE,DEFINABLE,1.667,1.170,1
random_magma_n16_k2_definable_eq_i4.model,DEFINABLE,DEFINABLE,1.878,1.144,1
random_magma_n16_k2_definable_eq_i5.model,DEFINABLE,DEFINABLE,1.816,1.102,1
random_magma_n16_k2_definable_eq_i6.model,DEFINABLE,DEFINABLE,1.690,1.115,1
random_magma_n16_k2_definable_eq_i7.model,DEFINABLE,DEFINABLE,1.564,1.071,1
random_magma_n16_k2_definable_eq_i8.model,DEFINABLE,DEFINABLE,1.684,1.082,1
random_magma_n16_k2_definable_eq_i9.model,DEFINABLE,DEFINABLE,1.870,1.157,1
random_magma_n16_k2_nondef_mix_i0.model,DEFINABLE,DEFINABLE,57.262,20.463,1
random_magma_n16_k2_nondef_mix_i1.model,NOT_DEFINABLE,NOT_DEFINABLE,1.545,20.985,1
random_magma_n16_k2_nondef_mix_i10.model,DEFINABLE,DEFINABLE,59.396,19.880,1
random_magma_n16_k2_nondef_mix_i11.model,NOT_DEFINABLE,NOT_DEFINABLE,1.066,20.317,1
random_magma_n16_k2_nondef_mix_i12.model,DEFINABLE,DEFINABLE,57.366,19.810,1
random_magma_n16_k2_nondef_mix_i13.model,DEFINABLE,DEFINABLE,56.719,20.467,1
random_magma_n16_k2_nondef_mix_i14.model,DEFINABLE,DEFINABLE,55.432,20.887,1
random_magma_n16_k2_nondef_mix_i15.model,DEFINABLE,DEFINABLE,55.155,20.056,1
random_magma_n16_k2_nondef_mix_i16.model,DEFINABLE,DEFINABLE,57.389,19.692,1
random_magma_n16_k2_nondef_mix_i17.model,DEFINABLE,DEFINABLE,55.377,20.663,1
random_magma_n16_k2_nondef_mix_i18.model,NOT_DEFINABLE,NOT_DEFINABLE,0.322,18.348,1
random_magma_n16_k2_nondef_mix_i19.model,NOT_DEFINABLE,NOT_DEFINABLE,1.300,20.637,1
random_magma_n16_k2_nondef_mix_i2.model,DEFINABLE,DEFINABLE,55.413,19.447,1
random_magma_n16_k2_nondef_mix_i20.model,DEFINABLE,DEFINABLE,56.055,20.697,1
random_magma_n16_k2_nondef_mix_i21.model,DEFINABLE,DEFINABLE,56.455,20.563,1
random_magma_n16_k2_nondef_mix_i22.model,NOT_DEFINABLE,NOT_DEFINABLE,2.452,5.124,1
random_magma_n16_k2_nondef_mix_i23.model,NOT_DEFINABLE,NOT_DEFINABLE,0.892,20.660,1
random_magma_n16_k2_nondef_mix_i24.model,DEFINABLE,DEFINABLE,57.546,19.595,1
random_magma_n16_k2_nondef_mix_i25.model,DEFINABLE,DEFINABLE,55.683,20.651,1
random_magma_n16_k2_nondef_mix_i26.model,DEFINABLE,DEFINABLE,56.635,20.455,1
random_magma_n16_k2_nondef_mix_i27.model,DEFINABLE,DEFINABLE,56.142,19.559,1
random_magma_n16_k2_nondef_mix_i28.model,DEFINABLE,DEFINABLE,57.047,19.645,1
random_magma_n16_k2_nondef_mix_i29.model,NOT_DEFINABLE,NOT_DEFINABLE,0.163,20.518,1
random_magma_n16_k2_nondef_mix_i3.model,DEFINABLE,DEFINABLE,56.515,19.764,1
random_magma_n16_k2_nondef_mix_i4.model,DEFINABLE,DEFINABLE,55.197,20.424,1
random_magma_n16_k2_nondef_mix_i5.model,DEFINABLE,DEFINABLE,55.909,19.564,1
random_magma_n16_k2_nondef_mix_i6.model,DEFINABLE,DEFINABLE,58.780,20.053,1
random_magma_n16_k2_nondef_mix_i7.model,DEFINABLE,DEFINABLE,56.331,20.942,1
random_magma_n16_k2_nondef_mix_i8.model,NOT_DEFINABLE,NOT_DEFINABLE,1.169,20.513,1
random_magma_n16_k2_nondef_mix_i9.model,DEFINABLE,DEFINABLE,57.913,19.667,1
random_magma_n16_k2_random_half_i0.model,NOT_DEFINABLE,NOT_DEFINABLE,1.297,20.868,1
random_magma_n16_k2_random_half_i1.model,DEFINABLE,DEFINABLE,56.747,19.933,1
random_magma_n16_k2_random_half_i10.model,DEFINABLE,DEFINABLE,57.564,19.744,1
random_magma_n16_k2_random_half_i11.model,DEFINABLE,DEFINABLE,57.018,19.800,1
random_magma_n16_k2_random_half_i12.model,DEFINABLE,DEFINABLE,57.797,19.775,1
random_magma_n16_k2_random_half_i13.model,DEFINABLE,DEFINABLE,54.213,20.229,1
random_magma_n16_k2_random_half_i14.model,DEFINABLE,DEFINABLE,55.493,19.921,1
random_magma_n16_k2_random_half_i15.model,NOT_DEFINABLE,NOT_DEFINABLE,1.129,17.782,1
random_magma_n16_k2_random_half_i16.model,DEFINABLE,DEFINABLE,55.510,20.714,1
random_magma_n16_k2_random_half_i17.model,NOT_DEFINABLE,NOT_DEFINABLE,1.399,20.464,1
random_magma_n16_k2_random_half_i18.model,DEFINABLE,DEFINABLE,55.485,20.916,1
random_magma_n16_k2_random_half_i19.model,DEFINABLE,DEFINABLE,57.283,19.673,1
random_magma_n16_k2_random_half_i2.model,DEFINABLE,DEFINABLE,55.457,19.477,1
random_magma_n16_k2_random_half_i20.model,DEFINABLE,DEFINABLE,59.251,19.604,1
random_magma_n16_k2_random_half_i21.model,NOT_DEFINABLE,NOT_DEFINABLE,0.622,19.914,1
random_magma_n16_k2_random_half_i22.model,NOT_DEFINABLE,NOT_DEFINABLE,1.586,21.286,1
random_magma_n16_k2_random_half_i23.model,DEFINABLE,DEFINABLE,56.979,20.093,1
random_magma_n16_k2_random_half_i24.model,DEFINABLE,DEFINABLE,57.306,20.222,1
random_magma_n16_k2_random_half_i25.model,NOT_DEFINABLE,NOT_DEFINABLE,1.170,20.159,1
random_magma_n16_k2_random_half_i26.model,DEFINABLE,DEFINABLE,54.285,20.294,1
random_magma_n16_k2_random_half_i27.model,DEFINABLE,DEFINABLE,58.020,20.705,1
random_magma_n16_k2_random_half_i28.model,DEFINABLE,DEFINABLE,56.276,20.127,1
random_magma_n16_k2_random_half_i29.model,DEFINABLE,DEFINABLE,54.003,20.785,1
random_magma_n16_k2_random_half_i3.model,DEFINABLE,DEFINABLE,56.542,19.641,1
random_magma_n16_k2_random_half_i4.model,DEFINABLE,DEFINABLE,54.214,19.672,1
random_magma_n16_k2_random_half_i5.model,DEFINABLE,DEFINABLE,56.622,20.578,1
random_magma_n16_k2_random_half_i6.model,DEFINABLE,DEFINABLE,56.140,19.757,1
random_magma_n16_k2_random_half_i7.model,DEFINABLE,DEFINABLE,57.519,20.001,1
random_magma_n16_k2_random_half_i8.model,DEFINABLE,DEFINABLE,57.053,19.927,1
random_magma_n16_k2_random_half_i9.model,DEFINABLE,DEFINABLE,55.407,21.140,1
random_magma_n32_k1_definable_eq_i0.model,NOT_DEFINABLE,NOT_DEFINABLE,0.173,0.229,1
random_magma_n32_k1_definable_eq_i1.model,DEFINABLE,DEFINABLE,20.324,8.211,1
random_magma_n32_k1_definable_eq_i10.model,DEFINABLE,DEFINABLE,20.308,8.036,1
random_magma_n32_k1_definable_eq_i11.model,DEFINABLE,DEFINABLE,20.901,8.383,1
random_magma_n32_k1_definable_eq_i12.model,DEFINABLE,DEFINABLE,19.142,7.836,1
random_magma_n32_k1_definable_eq_i13.model,DEFINABLE,DEFINABLE,20.513,8.186,1
random_magma_n32_k1_definable_eq_i14.model,DEFINABLE,DEFINABLE,20.977,8.147,1
random_magma_n32_k1_definable_eq_i15.model,DEFINABLE,DEFINABLE,20.624,8.231,1
random_magma_n32_k1_definable_eq_i16.model,DEFINABLE,DEFINABLE,20.683,8.153,1
random_magma_n32_k1_definable_eq_i17.model,DEFINABLE,DEFINABLE,19.487,7.726,1
random_magma_n32_k1_definable_eq_i18.model,DEFINABLE,DEFINABLE,20.194,8.134,1
random_magma_n32_k1_definable_eq_i19.model,DEFINABLE,DEFINABLE,21.572,8.153,1
random_magma_n32_k1_definable_eq_i2.model,DEFINABLE,DEFINABLE,20.952,7.854,1
random_magma_n32_k1_definable_eq_i20.model,DEFINABLE,DEFINABLE,20.500,8.057,1
random_magma_n32_k1_definable_eq_i21.model,DEFINABLE,DEFINABLE,20.492,8.092,1
random_magma_n32_k1_definable_eq_i22.model,DEFINABLE,DEFINABLE,20.938,8.211,1
random_magma_n32_k1_definable_eq_i23.model,DEFINABLE,DEFINABLE,20.691,8.114,1
random_magma_n32_k1_definable_eq_i24.model,DEFINABLE,DEFINABLE,21.875,8.341,1
random_magma_n32_k1_definable_eq_i25.model,DEFINABLE,DEFINABLE,20.931,8.105,1
random_magma_n32_k1_definable_eq_i26.model,DEFINABLE,DEFINABLE,19.884,7.875,1
random_magma_n32_k1_definable_eq_i27.model,DEFINABLE,DEFINABLE,20.011,8.196,1
random_magma_n32_k1_definable_eq_i28.model,DEFINABLE,DEFINABLE,19.638,7.686,1
random_magma_n32_k1_definable_eq_i29.model,DEFINABLE,DEFINABLE,21.105,8.185,1
random_magma_n32_k1_definable_eq_i3.model,DEFINABLE,DEFINABLE,19.912,8.324,1
random_magma_n32_k1_definable_eq_i4.model,DEFINABLE,DEFINABLE,20.535,7.990,1
random_magma_n32_k1_definable_eq_i5.model,DEFINABLE,DEFINABLE,21.109,8.163,1
random_magma_n32_k1_definable_eq_i6.model,DEFINABLE,DEFINABLE,20.647,8.168,1
random_magma_n32_k1_definable_eq_i7.model,DEFINABLE,DEFINABLE,19.444,7.739,1
random_magma_n32_k1_definable_eq_i8.model,DEFINABLE,DEFINABLE,21.538,8.235,1
random_magma_n32_k1_definable_eq_i9.model,DEFINABLE,DEFINABLE,20.806,8.214,1
random_magma_n32_k1_nondef_mix_i0.model,DEFINABLE,DEFINABLE,21.603,8.280,1
random_magma_n32_k1_nondef_mix_i1.model,DEFINABLE,DEFINABLE,19.812,7.984,1
random_magma_n32_k1_nondef_mix_i10.model,DEFINABLE,DEFINABLE,20.780,8.214,1
random_magma_n32_k1_nondef_mix_i11.model,DEFINABLE,DEFINABLE,21.321,8.230,1
random_magma_n32_k1_nondef_mix_i12.model,DEFINABLE,DEFINABLE,20.203,8.432,1
random_magma_n32_k1_nondef_mix_i13.model,DEFINABLE,DEFINABLE,20.762,8.217,1
random_magma_n32_k1_nondef_mix_i14.model,DEFINABLE,DEFINABLE,20.935,8.197,1
random_magma_n32_k1_nondef_mix_i15.model,DEFINABLE,DEFINABLE,20.879,7.907,1
random_magma_n32_k1_nondef_mix_i16.model,DEFINABLE,DEFINABLE,20.047,7.807,1
random_magma_n32_k1_nondef_mix_i17.model,DEFINABLE,DEFINABLE,21.040,8.385,1
random_magma_n32_k1_nondef_mix_i18.model,DEFINABLE,DEFINABLE,20.417,8.181,1
random_magma_n32_k1_nondef_mix_i19.model,DEFINABLE,DEFINABLE,20.617,8.205,1
random_magma_n32_k1_nondef_mix_i2.model,DEFINABLE,DEFINABLE,20.490,8.570,1
random_magma_n32_k1_nondef_mix_i20.model,DEFINABLE,DEFINABLE,19.619,7.980,1
random_magma_n32_k1_nondef_mix_i21.model,DEFINABLE,DEFINABLE,21.013,8.440,1
random_magma_n32_k1_nondef_mix_i22.model,DEFINABLE,DEFINABLE,21.244,8.106,1
random_magma_n32_k1_nondef_mix_i23.model,NOT_DEFINABLE,NOT_DEFINABLE,6.475,4.659,1
random_magma_n32_k1_nondef_mix_i24.model,DEFINABLE,DEFINABLE,22.647,8.567,1
random_magma_n32_k1_nondef_mix_i25.model,DEFINABLE,DEFINABLE,20.176,7.898,1
random_magma_n32_k1_nondef_mix_i26.model,DEFINABLE,DEFINABLE,19.442,7.833,1
random_magma_n32_k1_nondef_mix_i27.model,DEFINABLE,DEFINABLE,21.046,8.221,1
random_magma_n32_k1_nondef_mix_i28.model,DEFINABLE,DEFINABLE,20.351,8.293,1
random_magma_n32_k1_nondef_mix_i29.model,NOT_DEFINABLE,NOT_DEFINABLE,7.999,5.790,1
random_magma_n32_k1_nondef_mix_i3.model,DEFINABLE,DEFINABLE,20.796,8.178,1
random_magma_n32_k1_nondef_mix_i4.model,DEFINABLE,DEFINABLE,21.054,8.219,1
random_magma_n32_k1_nondef_mix_i5.model,DEFINABLE,DEFINABLE,20.680,8.091,1
random_magma_n32_k1_nondef_mix_i6.model,DEFINABLE,DEFINABLE,20.568,8.161,1
random_magma_n32_k1_nondef_mix_i7.model,DEFINABLE,DEFINABLE,21.026,8.155,1
random_magma_n32_k1_nondef_mix_i8.model,DEFINABLE,DEFINABLE,20.014,8.467,1
random_magma_n32_k1_nondef_mix_i9.model,DEFINABLE,DEFINABLE,19.317,7.826,1
random_magma_n32_k1_random_half_i0.model,NOT_DEFINABLE,NOT_DEFINABLE,10.609,7.291,1
random_magma_n32_k1_random_half_i1.model,DEFINABLE,DEFINABLE,20.701,8.265,1
random_magma_n32_k1_random_half_i10.model,DEFINABLE,DEFINABLE,21.090,8.364,1
random_magma_n32_k1_random_half_i11.model,DEFINABLE,DEFINABLE,21.394,8.212,1
random_magma_n32_k1_random_half_i12.model,DEFINABLE,DEFINABLE,20.428,8.108,1
random_magma_n32_k1_random_half_i13.model,DEFINABLE,DEFINABLE,19.639,7.952,1
random_magma_n32_k1_random_half_i14.model,DEFINABLE,DEFINABLE,21.250,8.175,1
random_magma_n32_k1_random_half_i15.model,NOT_DEFINABLE,NOT_DEFINABLE,9.178,6.456,1
random_magma_n32_k1_random_half_i16.model,DEFINABLE,DEFINABLE,20.707,8.116,1
random_magma_n32_k1_random_half_i17.model,DEFINABLE,DEFINABLE,21.120,8.187,1
random_magma_n32_k1_random_half_i18.model,DEFINABLE,DEFINABLE,20.972,8.191,1
random_magma_n32_k1_random_half_i19.model,DEFINABLE,DEFINABLE,19.674,7.949,1
random_magma_n32_k1_random_half_i2.model,DEFINABLE,DEFINABLE,20.387,8.148,1
random_magma_n32_k1_random_half_i20.model,DEFINABLE,DEFINABLE,20.455,8.091,1
random_magma_n32_k1_random_half_i21.model,DEFINABLE,DEFINABLE,20.927,8.170,1
random_magma_n32_k1_random_half_i22.model,DEFINABLE,DEFINABLE,19.659,7.647,1
