engine,model,ms,result
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n32_k1_nondef_mix_i3.model,7.011,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n32_k1_nondef_mix_i4.model,7.075,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n32_k2_definable_eq_i0.model,6.162,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n32_k2_definable_eq_i1.model,6.174,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n32_k2_definable_eq_i2.model,6.215,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n32_k2_definable_eq_i3.model,6.067,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n32_k2_definable_eq_i4.model,6.199,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n32_k2_nondef_mix_i0.model,119.037,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n32_k2_nondef_mix_i1.model,120.922,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n32_k2_nondef_mix_i2.model,119.163,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n32_k2_nondef_mix_i3.model,119.789,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n32_k2_nondef_mix_i4.model,119.334,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n4_k1_definable_eq_i0.model,0.322,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n4_k1_definable_eq_i1.model,0.358,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n4_k1_definable_eq_i2.model,0.396,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n4_k1_definable_eq_i3.model,0.434,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n4_k1_definable_eq_i4.model,0.338,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n4_k1_nondef_mix_i0.model,0.470,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n4_k1_nondef_mix_i1.model,0.465,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n4_k1_nondef_mix_i2.model,0.360,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n4_k1_nondef_mix_i3.model,0.377,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n4_k1_nondef_mix_i4.model,0.387,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n4_k2_definable_eq_i0.model,0.246,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n4_k2_definable_eq_i1.model,0.240,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n4_k2_definable_eq_i2.model,0.259,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n4_k2_definable_eq_i3.model,0.236,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n4_k2_definable_eq_i4.model,0.281,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n4_k2_nondef_mix_i0.model,1.610,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n4_k2_nondef_mix_i1.model,0.563,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n4_k2_nondef_mix_i2.model,0.524,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n4_k2_nondef_mix_i3.model,0.562,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n4_k2_nondef_mix_i4.model,0.628,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n8_k1_definable_eq_i0.model,0.420,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n8_k1_definable_eq_i1.model,0.414,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n8_k1_definable_eq_i2.model,0.451,DEFINABLE
