engine,model,ms,result
merge,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_nondef_mix_i0.model,320.101,DEFINABLE
merge,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_nondef_mix_i1.model,325.661,DEFINABLE
merge,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_nondef_mix_i2.model,298.606,DEFINABLE
merge,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_nondef_mix_i3.model,298.234,DEFINABLE
merge,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_nondef_mix_i4.model,327.147,DEFINABLE
merge,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_random_half_i0.model,298.340,DEFINABLE
merge,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_random_half_i1.model,298.173,DEFINABLE
merge,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_random_half_i2.model,328.027,DEFINABLE
merge,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_random_half_i3.model,326.913,DEFINABLE
merge,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_random_half_i4.model,298.249,DEFINABLE
merge,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n4_k1_definable_eq_i0.model,0.143,DEFINABLE
merge,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n4_k1_definable_eq_i1.model,0.153,DEFINABLE
merge,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n4_k1_definable_eq_i2.model,0.150,DEFINABLE
merge,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n4_k1_definable_eq_i3.model,0.142,DEFINABLE
merge,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n4_k1_definable_eq_i4.model,0.154,DEFINABLE
merge,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n4_k1_nondef_mix_i0.model,0.180,NOT_DEFINABLE
merge,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n4_k1_nondef_mix_i1.model,0.150,DEFINABLE
